iter	MultiClass
262	0.7710585126
263	0.7708083746
264	0.7703353771
265	0.7701507485
266	0.7697198712
267	0.7692421701
268	0.7687569542
269	0.7682066301
270	0.7677068505
271	0.7669803899
272	0.7666011391
273	0.7661979939
274	0.7660829743
275	0.7656697853
276	0.7652477271
277	0.7646102717
278	0.764152357
279	0.7635846149
280	0.7628479898
281	0.7623463628
282	0.7617956406
283	0.7613940103
284	0.7609354798
285	0.7605079203
286	0.7600894106
287	0.7596869115
288	0.7592587859
289	0.7588886312
290	0.7583862231
291	0.7578895964
292	0.7574703994
293	0.7569746211
294	0.75668319
295	0.7561381415
296	0.7557053599
297	0.7553723678
298	0.7547734763
299	0.7541646932
300	0.7536930957
301	0.7533033538
302	0.752367066
303	0.7516669177
304	0.7514499091
305	0.7507352549
306	0.7502938539
307	0.750047614
308	0.749624175
309	0.749081367
310	0.7486871854
311	0.7480734855
312	0.7475565412
313	0.7472246623
314	0.7466909975
315	0.7463697249
316	0.746126645
317	0.745628304
318	0.7450638825
319	0.744526014
320	0.7438302271
321	0.7435238211
322	0.7429730348
323	0.742518782
324	0.7419994616
325	0.7416187488
326	0.740969542
327	0.7406749616
328	0.7401793071
329	0.7398434475
330	0.7395529348
331	0.7389534826
332	0.7387517772
333	0.7384836457
334	0.7381483469
335	0.7377433118
336	0.7374831219
337	0.7370940859
338	0.7368158524
339	0.7362951595
340	0.7360746544
341	0.7357048162
342	0.7353882813
343	0.7349774138
344	0.7347022641
345	0.7342449049
346	0.7338920167
347	0.7334559331
348	0.7331387549
349	0.7328073024
350	0.7321612747
351	0.7318804423
352	0.7313502958
353	0.7310033986
354	0.7305771771
355	0.7302157438
356	0.7298986316
357	0.7295441287
358	0.7290752761
359	0.7288235541
360	0.7281675975
361	0.7278879514
362	0.7276578723
363	0.7273132048
364	0.7269409097
365	0.7267105387
366	0.7260969868
367	0.7257234386
368	0.7254243245
369	0.7248191774
370	0.7244491824
371	0.7241866411
372	0.7238130228
373	0.7232843431
374	0.7228584764
375	0.7226301353
376	0.7224252881
377	0.7220449665
378	0.7215735322
379	0.7213268492
380	0.7209278705
381	0.7205024498
382	0.7202320092
383	0.7199876117
384	0.7198591259
385	0.7195905369
386	0.7191053138
387	0.718867582
388	0.7186221289
389	0.7182349854
390	0.7176971903
391	0.7172742125
392	0.7168733816
393	0.7164612629
394	0.7160858367
395	0.7157654085
396	0.7153743601
397	0.7148587804
398	0.7146492029
399	0.7141287007
400	0.7139327743
401	0.7135848498
402	0.7131870555
403	0.712871536
404	0.7125142895
405	0.7119802297
406	0.711621395
407	0.7112007729
408	0.7108339138
409	0.7105606811
410	0.7101283477
411	0.7097883845
412	0.7093344922
413	0.7090188251
414	0.7086019253
415	0.7082984861
416	0.7076780932
417	0.7071938486
418	0.7069396611
419	0.7065127095
420	0.7061387735
421	0.7058446669
422	0.7053326909
423	0.7051034595
424	0.7046799603
425	0.7042795701
426	0.7038999769
427	0.703305874
428	0.7030130694
429	0.70271972
430	0.7024641172
431	0.7021806772
432	0.7016791238
433	0.7012950774
434	0.7007421181
435	0.7003754116
436	0.7001400091
437	0.6995439321
438	0.6994035441
439	0.6990568178
440	0.6987123841
441	0.6983517691
442	0.6979856872
443	0.6976091349
444	0.6971645426
445	0.6968000485
446	0.6965550851
447	0.6959995428
448	0.6956442063
449	0.6955032395
450	0.6952209491
451	0.6949119268
452	0.6945350515
453	0.6942061677
454	0.6938074224
455	0.6936624214
456	0.6932999198
457	0.6928818311
458	0.692591277
459	0.69223064
460	0.6919634825
461	0.6916274692
462	0.6914187772
463	0.6911784804
464	0.6908557251
465	0.690493164
466	0.6900673881
467	0.6897324543
468	0.6893221147
469	0.6890335696
470	0.6886449683
471	0.6883493211
472	0.6879693186
473	0.6878020377
474	0.6875300642
475	0.6872571238
476	0.6868127242
477	0.6863827523
478	0.6860920094
479	0.6857027568
480	0.6852870687
481	0.6849631711
482	0.684615925
483	0.684194064
484	0.6838252186
485	0.6836616237
486	0.6834719167
487	0.6831355731
488	0.682871947
489	0.6824855448
490	0.6821952461
491	0.6819929473
492	0.6818084668
493	0.6815084692
494	0.6810986828
495	0.6806525069
496	0.6803917728
497	0.6800459257
498	0.6797969049
499	0.6795524811
500	0.6792700939
501	0.6787301954
502	0.6783967687
503	0.6782164336
504	0.6778263565
505	0.6773965133
506	0.6771838124
507	0.6768377827
508	0.6763090656
509	0.6759817391
510	0.6757427743
511	0.6754669638
512	0.6753070902
513	0.6748770046
514	0.6746017381
515	0.6741268617
516	0.6737085133
517	0.6735181129
518	0.673217234
519	0.6729252359
520	0.6726801799
521	0.6725099527
522	0.6720268281
523	0.6715940898
524	0.6713053184
525	0.6709081246
526	0.6706572963
527	0.6701666554
528	0.6697795324
529	0.6695827852
530	0.6692031055
531	0.6690348499
532	0.6687520475
533	0.6684605996
534	0.6682651836
535	0.6677784043
536	0.6674856921
537	0.6671525278
538	0.6667695727
539	0.6662333722
540	0.6660969604
541	0.6657674041
542	0.6655848308
543	0.6654161321
544	0.66510313
545	0.6648483257
546	0.6645842993
547	0.6641941031
548	0.6636907129
549	0.6635229791
550	0.663384558
551	0.6631495413
552	0.6627047712
553	0.6622900638
554	0.6618333259
555	0.6616719944
556	0.6613806513
557	0.66090389
558	0.6605790148
559	0.6602493154
560	0.66006421
561	0.6595669766
562	0.6594050618
563	0.658971544
564	0.6588191563
565	0.658449284
566	0.6580725046
567	0.6577952267
568	0.6574470473
569	0.6571170527
570	0.6566343246
571	0.6564700126
572	0.6560654991
573	0.6556031855
574	0.655283217
575	0.6550095878
576	0.6548455604
577	0.6544663049
578	0.6541528029
579	0.6538372119
580	0.6535669953
581	0.6533959074
582	0.6531918974
583	0.6528411095
584	0.6524256327
585	0.6520888289
586	0.6518301784
587	0.6516264132
588	0.6514125014
589	0.6511036673
590	0.6506685349
591	0.6502639939
592	0.6500380999
593	0.6498199527
594	0.6496150721
595	0.6493045411
596	0.6490728489
597	0.6488935095
598	0.648576177
599	0.6483720352
600	0.6480959714
601	0.6478184222
602	0.647562961
603	0.6472038523
604	0.6470234972
605	0.6467102521
606	0.6463477181
607	0.6461370997
608	0.645849169
609	0.6456888542
610	0.645374583
611	0.6451286004
612	0.6445061932
613	0.6442785401
614	0.6439895166
615	0.6437980543
616	0.6434501772
617	0.6430952739
618	0.6427178003
619	0.6422092472
620	0.6418644868
621	0.6416535122
622	0.6413100201
623	0.6410312553
624	0.6406591045
625	0.6403731063
626	0.6401538381
627	0.6400181372
628	0.6396368496
629	0.639530774
630	0.6392890367
631	0.6387845154
632	0.6385418076
633	0.6383302064
634	0.6380635859
635	0.6376722712
636	0.6374432261
637	0.6371680399
638	0.6367651312
639	0.6364765602
640	0.6361643096
641	0.6360290798
642	0.635702307
643	0.6355025318
644	0.6351502032
645	0.6348593024
646	0.6346328407
647	0.6344593449
648	0.6341519377
649	0.6338836661
650	0.6335160212
651	0.6332314924
652	0.6330084504
653	0.6327962986
654	0.632517254
655	0.6321866987
656	0.6317699666
657	0.6314690465
658	0.6312840534
659	0.6309506223
660	0.6306634322
661	0.6303922176
662	0.6301808031
663	0.6299334911
664	0.6294179714
665	0.6291156344
666	0.6287868712
667	0.62871826
668	0.6283765467
669	0.6281777259
670	0.6280197626
671	0.627741829
672	0.6273940689
673	0.6269974136
674	0.6267821053
675	0.626565019
676	0.626297776
677	0.6259976475
678	0.6257099972
679	0.6253504577
680	0.6251366913
681	0.6250111751
682	0.6247807503
683	0.6246740197
684	0.624446283
685	0.624142968
686	0.6238976543
687	0.623648185
688	0.6232452238
689	0.6229444259
690	0.6226029803
691	0.6222526728
692	0.6220502283
693	0.6218259464
694	0.6214090978
695	0.6211743899
696	0.621009989
697	0.6207319469
698	0.6205512148
699	0.6203741889
700	0.6201921389
701	0.6198707942
702	0.6195531482
703	0.6191984969
704	0.618922382
705	0.618741349
706	0.6184936585
707	0.6181879829
708	0.6180234015
709	0.6177212876
710	0.6174755945
711	0.6172110541
712	0.6169483503
713	0.6166901847
714	0.6164616548
715	0.6161179989
716	0.615764658
717	0.61545069
718	0.6151972728
719	0.615041978
720	0.6147440389
721	0.6142648179
722	0.6139817045
723	0.6137977137
724	0.6134392608
725	0.6132475823
726	0.6130335233
727	0.6127029665
728	0.6123346269
729	0.6119994539
730	0.6117448777
731	0.6113938586
732	0.6112132393
733	0.6109830948
734	0.6107004232
735	0.6104286893
736	0.6102337967
737	0.6099397146
738	0.6097698072
739	0.6095315739
740	0.6094298038
741	0.6092440382
742	0.609069957
743	0.6089393818
744	0.6087812095
745	0.608532505
746	0.6081692418
747	0.6078123808
748	0.6073892273
749	0.6071945387
750	0.6070642505
751	0.6066094812
752	0.6063919074
753	0.6059718857
754	0.6056376601
755	0.6054345749
756	0.6051121011
757	0.6048581011
758	0.6043597481
759	0.6040432889
760	0.603736875
761	0.6033954184
762	0.6031804874
763	0.6029594127
764	0.6027796321
765	0.6024147277
766	0.6022667411
767	0.6019584534
768	0.6016353832
769	0.6012802429
770	0.6011323147
771	0.6008738824
772	0.6007257471
773	0.6004157739
774	0.6002017663
775	0.5999912537
776	0.5998109302
777	0.5995795178
778	0.5994676763
779	0.5991705942
780	0.5989023254
781	0.5986815781
782	0.5983876578
783	0.5981021063
784	0.5979101409
785	0.5975239565
786	0.5973621587
787	0.597003013
788	0.5968585307
789	0.5966310411
790	0.5963503697
791	0.5960263627
792	0.5956757412
793	0.5955670099
794	0.5952385571
795	0.5949834857
796	0.5948432252
797	0.5946442911
798	0.5941626827
799	0.5940503506
800	0.5936935206
801	0.5934883573
802	0.5931571932
803	0.5929509546
804	0.5926584346
805	0.5924450118
806	0.5923119494
807	0.5921365236
808	0.5919371389
809	0.5917668014
810	0.5915243625
811	0.5913174757
812	0.5910323733
813	0.5906269704
814	0.5903741865
815	0.5901612068
816	0.5897141842
817	0.5895279256
818	0.5893829874
819	0.5891076441
820	0.5886133737
821	0.5884564174
822	0.5882636817
823	0.5881230226
824	0.5879564955
825	0.5878357315
826	0.5876818567
827	0.5875110304
828	0.5872614371
829	0.5871463416
830	0.5870213099
831	0.5867932978
832	0.5865996918
833	0.5863135319
834	0.586199894
835	0.5860248153
836	0.5857786933
837	0.5853930396
838	0.5851520306
839	0.5849708963
840	0.5847671266
841	0.5844958686
842	0.5842102917
843	0.5839560322
844	0.5837289356
845	0.583457135
846	0.5831006664
847	0.5829345839
848	0.5826384772
849	0.5823522875
850	0.5821256516
851	0.5819353439
852	0.5817596376
853	0.5814789603
854	0.5813236259
855	0.5810438358
856	0.5806952836
857	0.5804719966
858	0.5802002248
859	0.5799734459
860	0.5796402246
861	0.5795053183
862	0.579353224
863	0.5791052164
864	0.5788682776
865	0.5786679564
866	0.5785866697
867	0.5782723599
868	0.5779361351
869	0.577718758
870	0.5774492451
871	0.5771381016
872	0.5769009564
873	0.5767947384
874	0.5766916257
875	0.576488516
876	0.576233506
877	0.5760433663
878	0.5758183138
879	0.5755912083
880	0.5753983063
881	0.5751316919
882	0.5750181259
883	0.574862142
884	0.5746584894
885	0.5744883109
886	0.5742906749
887	0.5740877454
888	0.5737862288
889	0.5735426489
890	0.5732593846
891	0.5730351824
892	0.5726324332
893	0.5725025583
894	0.5723205898
895	0.5720886178
896	0.571921635
897	0.5717088778
898	0.5714406513
899	0.5712651056
900	0.5710429184
901	0.5707819032
902	0.57050273
903	0.5703289311
904	0.5700405831
905	0.5697500918
906	0.5694607394
907	0.5692928521
908	0.5691431115
909	0.5689171824
910	0.5686442176
911	0.5684202181
912	0.5681078122
913	0.5679177505
914	0.5677010378
915	0.5674944144
916	0.5673140064
917	0.5670746043
918	0.5669429136
919	0.5667237678
920	0.566538821
921	0.5662369924
922	0.5661196493
923	0.5657574516
924	0.5655593263
925	0.5653725233
926	0.5651348504
927	0.5649212566
928	0.5646831825
929	0.5643858319
930	0.5642486276
931	0.5640162643
932	0.5639050493
933	0.5637840558
934	0.5636208916
935	0.5632578489
936	0.5630432174
937	0.5628100691
938	0.5625906172
939	0.5623563665
940	0.5622087221
941	0.5620906191
942	0.5618156815
943	0.5615415799
944	0.561277575
945	0.5610337424
946	0.5607532731
947	0.5606112147
948	0.5603782151
949	0.560087364
950	0.55994281
951	0.5597159704
952	0.5594901624
953	0.5592415145
954	0.5590519939
955	0.5589015907
956	0.5587805655
957	0.5585177921
958	0.5583117766
959	0.5581963311
960	0.5580265828
961	0.5578008249
962	0.5576049307
963	0.5573596493
964	0.5571384519
965	0.5570202927
966	0.556801968
967	0.5566444784
968	0.5564400595
969	0.5561129609
970	0.5558368683
971	0.5556426258
972	0.5554125782
973	0.5551469907
974	0.5549776984
975	0.5547798262
976	0.5546672037
977	0.5544642896
978	0.5542485065
979	0.5540461629
980	0.5538877304
981	0.5538024867
982	0.5536330199
983	0.5532861827
984	0.5530342623
985	0.5526703473
986	0.5525412199
987	0.5523240047
988	0.5521970925
989	0.5520774539
990	0.5518922197
991	0.5517516564
992	0.5515851311
993	0.5512433165
994	0.5511161685
995	0.5507582672
996	0.5506386547
997	0.5503859363
998	0.550157828
999	0.5499885642
