iter	MultiClass
580	0.6045376754
581	0.6041057502
582	0.6036788687
583	0.6031422063
584	0.6027418147
585	0.6023912579
586	0.6020112784
587	0.6015897935
588	0.6011510888
589	0.6010019739
590	0.6007302163
591	0.6004657952
592	0.6000246079
593	0.5995589116
594	0.5991696526
595	0.5988398321
596	0.5986504088
597	0.5983438653
598	0.5979714886
599	0.5975286705
600	0.5972723751
601	0.5966889674
602	0.5963461219
603	0.5961850656
604	0.5959653958
605	0.5956249995
606	0.5952232995
607	0.5950696561
608	0.5946989502
609	0.594410409
610	0.5941401162
611	0.5937420756
612	0.5934733946
613	0.5932687859
614	0.592861037
615	0.5925832945
616	0.5922945723
617	0.5922201819
618	0.5917998513
619	0.5914656129
620	0.5911506178
621	0.590727404
622	0.5904845323
623	0.5901565524
624	0.5897986123
625	0.5895073554
626	0.5890720744
627	0.5885873737
628	0.5884080522
629	0.5879614323
630	0.5875171328
631	0.5872113362
632	0.5869487797
633	0.58672042
634	0.5864222732
635	0.5860629554
636	0.5858050607
637	0.5855737349
638	0.5852496437
639	0.5850125392
640	0.5848102607
641	0.5846432532
642	0.58431064
643	0.5839808915
644	0.5837229293
645	0.5833713236
646	0.5830202498
647	0.5827862603
648	0.5824189755
649	0.5820494948
650	0.5819546722
651	0.5813710424
652	0.581157051
653	0.5808234187
654	0.5805846804
655	0.5803467677
656	0.5798777751
657	0.5795599579
658	0.5792815011
659	0.5789045612
660	0.5786513373
661	0.5783833182
662	0.5779750757
663	0.5774117729
664	0.5771098522
665	0.5767079484
666	0.5765912804
667	0.5764463539
668	0.5763443405
669	0.5758555144
670	0.5755069917
671	0.5753666267
672	0.5751069054
673	0.5748997721
674	0.5744384886
675	0.5741974194
676	0.5739735412
677	0.5736798511
678	0.5733051945
679	0.5729441511
680	0.5726711313
681	0.5724092112
682	0.5721827426
683	0.572025262
684	0.571774335
685	0.5715849246
686	0.5713842819
687	0.5711771576
688	0.5708597232
689	0.5704206309
690	0.5700577766
691	0.5695986922
692	0.5691927247
693	0.5688782208
694	0.5684651307
695	0.5681852707
696	0.5679041237
697	0.5674935749
698	0.5672230997
699	0.567030964
700	0.5667631364
701	0.5665520786
702	0.5661420627
703	0.5658280704
704	0.5654839665
705	0.5651710437
706	0.5649695638
707	0.5646948259
708	0.5643347595
709	0.563914977
710	0.5636288256
711	0.5633380928
712	0.5628733475
713	0.5625669139
714	0.5623469929
715	0.5621569565
716	0.5619729453
717	0.5616852194
718	0.5613039352
719	0.560809929
720	0.5603677036
721	0.5601596036
722	0.5598701098
723	0.5592499225
724	0.5589814408
725	0.558534202
726	0.5583700911
727	0.5580464676
728	0.5578017723
729	0.557542954
730	0.557272018
731	0.5568932964
732	0.5567771114
733	0.5563209404
734	0.5559330013
735	0.5554809046
736	0.5553057584
737	0.5551517591
738	0.5547230921
739	0.554519289
740	0.5542642665
741	0.5540296491
742	0.5538502675
743	0.5535050942
744	0.5533049079
745	0.5531200591
746	0.5528239819
747	0.5525712783
748	0.5523185508
749	0.5521300137
750	0.5519451044
751	0.551701115
752	0.5514142938
753	0.5511137892
754	0.5508097899
755	0.5504227255
756	0.5502049578
757	0.5498453275
758	0.5495819794
759	0.5493693587
760	0.5491368364
761	0.5487537505
762	0.5484136615
763	0.5481394978
764	0.5479321672
765	0.5475614782
766	0.5473234987
767	0.5469405814
768	0.5465787834
769	0.5463214113
770	0.545972997
771	0.5457489763
772	0.5453706456
773	0.5450966021
774	0.5448216036
775	0.5446319508
776	0.5445008581
777	0.5442605722
778	0.5440050242
779	0.543391602
780	0.5432218767
781	0.542998117
782	0.542684275
783	0.5425259646
784	0.5421792011
785	0.5420108382
786	0.5418849228
787	0.5416757802
788	0.5414948232
789	0.5412771568
790	0.5409432955
791	0.5406821806
792	0.5402437442
793	0.5400675143
794	0.5397352193
795	0.5393475881
796	0.5391373389
797	0.5389961509
798	0.5387012227
799	0.5384382387
800	0.538207751
801	0.538023109
802	0.5376466377
803	0.5374684484
804	0.5371667847
805	0.5369202856
806	0.5365663311
807	0.5364456779
808	0.5362733867
809	0.536100521
810	0.5358337393
811	0.5355507769
812	0.5354816138
813	0.5351375919
814	0.5348959165
815	0.5347428384
816	0.5345965994
817	0.5343586863
818	0.5341482272
819	0.5338309621
820	0.533585774
821	0.5333610578
822	0.5330545019
823	0.5327696166
824	0.5324621432
825	0.532276234
826	0.5320739909
827	0.5317703579
828	0.5315342288
829	0.5312334077
830	0.5308946862
831	0.5306973697
832	0.5304937628
833	0.530332209
834	0.5300662892
835	0.5298381883
836	0.5294913523
837	0.5291493165
838	0.5290571063
839	0.5288143268
840	0.5287591656
841	0.5286134505
842	0.5284168927
843	0.5281739236
844	0.5280667807
845	0.5277773576
846	0.5276072734
847	0.5272180875
848	0.5268662162
849	0.5266737249
850	0.526151297
851	0.5259894734
852	0.525762087
853	0.5256105562
854	0.5254469101
855	0.5252448232
856	0.5250657601
857	0.524645979
858	0.5244138697
859	0.5242786326
860	0.524152616
861	0.5236047619
862	0.5234747381
863	0.5231554796
864	0.522696517
865	0.5225263002
866	0.5221137927
867	0.5217359637
868	0.5214712218
869	0.5212570858
870	0.5210799325
871	0.5209543955
872	0.520731769
873	0.5204706218
874	0.5202157417
875	0.519737468
876	0.519422295
877	0.5190869787
878	0.5188342677
879	0.5186367292
880	0.5182862381
881	0.5180145561
882	0.5178950232
883	0.5176850509
884	0.5174777254
885	0.51719649
886	0.5168088932
887	0.5166304158
888	0.5165081142
889	0.5163607951
890	0.516153879
891	0.5157682215
892	0.515380978
893	0.5153010507
894	0.5150601725
895	0.5147148023
896	0.514472268
897	0.5142708365
898	0.5140675092
899	0.5137919895
900	0.5136785976
901	0.5134210294
902	0.5133131988
903	0.513136057
904	0.512963056
905	0.512561694
906	0.5122993854
907	0.5119502773
908	0.5117306544
909	0.5113715879
910	0.5111076293
911	0.5108867379
912	0.510819576
913	0.5104854862
914	0.5102873469
915	0.5100937631
916	0.5100079608
917	0.5098992152
918	0.5096096832
919	0.5091809491
920	0.5088714045
921	0.5085422129
922	0.5083405593
923	0.5082315246
924	0.5080537782
925	0.5077275262
926	0.5073416858
927	0.5070334461
928	0.5069009041
929	0.5067419486
930	0.5063391091
931	0.5062159132
932	0.5058437526
933	0.505636461
934	0.5054171747
935	0.5051970229
936	0.5050496403
937	0.5045181165
938	0.50424578
939	0.5041172326
940	0.5037999976
941	0.5035753387
942	0.5033718861
943	0.5031496665
944	0.5029300731
945	0.5027572395
946	0.502599507
947	0.502420739
948	0.5021915147
949	0.5019783166
950	0.5018095293
951	0.5016302457
952	0.5013606944
953	0.5011334418
954	0.5009921481
955	0.5006040642
956	0.5004858134
957	0.500255349
958	0.5000599992
959	0.4997905701
960	0.4994233401
961	0.4992746326
962	0.4989479061
963	0.4988292065
964	0.4984133591
965	0.4981703568
966	0.4976843191
967	0.4975039162
968	0.4972220693
969	0.4968608185
970	0.4967227716
971	0.4964853206
972	0.4963028799
973	0.4961779843
974	0.4960489993
975	0.495804647
976	0.4955732848
977	0.4953313092
978	0.4952035128
979	0.4949975
980	0.4948496487
981	0.4947884288
982	0.4943893804
983	0.494224012
984	0.4940908758
985	0.4939365756
986	0.4937832142
987	0.49347047
988	0.4932545157
989	0.4930481819
990	0.4928552412
991	0.4926130752
992	0.4924796662
993	0.492397979
994	0.492171332
995	0.4918078553
996	0.4916363486
997	0.491375249
998	0.4910911485
999	0.4908841032
